,index,EVENT_ID_NO_CNTY,Date,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
1651,1651,33815,6/13/2012,2012,1,Strategic development,EUFF: Ethiopian Unity and Freedom Force,,2,,,0,20,Ethiopia,Amhara,Semen Gondar,Gonder Zuria,Gonder,12.6,37.4667,2,BBC Monitoring Africa,"EUFF rebels cut internet communication cables, claiming that they were being used by the government to spy on citizens",0
1652,1652,33816,6/13/2012,2012,1,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),Ogaden Ethnic Group (Ethiopia),7,17,Ethiopia,Somali,Korahe,Kebridehar,Kebri Dehar,6.74,44.27806,3,BBC Monitoring Africa,Ethiopian troops reportedly kill man in Far Madow. Claims came from ONLF,1
1653,1653,33817,6/14/2012,2012,1,Battle-No change of territory,Afar Ethnic Militia (Ethiopia),,4,Issa Ethnic Militia (Ethiopia),,4,44,Ethiopia,Afar,Afar Zone 1,Dubti,Dubti,11.7361,41.0853,1,BBC Monitoring Africa,Ethnic clashes between Afar and Issa groups leave three dead,3
1654,1654,33818,6/15/2012,2012,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLA: Oromo Liberation Army,,2,12,Ethiopia,Oromia,Mirab Shewa,Dendi,Ketema,9.05,38.3167,1,BBC Monitoring,OLF claims to have killed many Ethiopian soldiers,4
1655,1655,33819,6/19/2012,2012,2,Battle-No change of territory,Sidama Ethnic Militia (Ethiopia),,4,Unidentified Ethnic Militia (Ethiopia),,4,44,Ethiopia,Oromia,Mirab Shewa,Jeldu,Loge,9.3667,37.9,1,BBC Monitoring,Reports of clashes between Sidama ethnic group and other ethnic groups. Claims that one person was killed could not be verified.,1
1656,1656,33820,6/20/2012,2012,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLA: Oromo Liberation Army,,2,12,Ethiopia,Oromia,North Shewa,Degem,Gulele,9.7833,38.6667,1,BBC Monitoring,OLF claims to have killed many Ethiopian soldiers,9
1657,1657,33821,6/26/2012,2012,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,8,Militia (Gen Peter Kuol Chol),,3,38,Ethiopia,Gambela Peoples,Agnuak,Gambela Zuria,Gambella,8.25,34.5833,3,Sudan Tribune,South Sudan's army says a spiritual leader who fled disarmament in Jonglei state to neighbouring Ethiopia has been captured along with 200 others by the Ethiopian military on the border between the two countries.,0
1658,1658,33822,6/27/2012,2012,1,Strategic development,Government of Ethiopia (1991-),,1,,,0,10,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Committee to Protect Journalists,Six journalists convicted on terrorism charges in Adis today.,0
1659,1659,33823,7/1/2012,2012,1,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,Ogaden Online,Ogaden opposition group claims military carried out extrajudicial killings of civilians,21
1660,1660,33824,7/11/2012,2012,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Unidentified Armed Group (Ethiopia),,3,13,Ethiopia,Oromia,Horo Guduru,Horo,Limu,9.6,37.0833,2,Voice of Oromo Liberation (website),Reports of local residents killing Ethiopian soldiers who reportedly had been harassing them,9
1661,1661,33825,7/12/2012,2012,1,Riots/Protests,Protesters (Ethiopia),Muslim Group (Ethiopia),6,,,0,60,Ethiopia,Amhara,Debub Wollo,Tenta,Amhara,11.1667,39.1667,2,Ethiopian TV (BBC Monitoring),Government media reports of Muslims protesting against Islamic extremism in Oromo Zone of Amhara state,0
1662,1662,33826,7/13/2012,2012,1,Riots/Protests,Police Forces of Ethiopia (1991-),,1,Protesters (Ethiopia),Muslim Group (Ethiopia),6,16,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Ethiopian Review,Reports of Muslims protests at local mosque; government sources deny claims that anything took place. Outside media sources later confirmed that protests were taking place on the specified date,0
1663,1663,33827,7/13/2012,2012,1,Violence against civilians,Police Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),Muslim Group (Ethiopia),7,17,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Christian Science Monitor,Police violently disperse Muslim gathering,0
1664,1664,33828,7/14/2012,2012,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLA: Oromo Liberation Army,,2,12,Ethiopia,Oromia,Misraq Harerge,Golo Oda,Kumbi,8.56667,41.46667,1,Voice of Oromo Liberation (website),OLA claims to have killed soldiers in battle with Ethiopian military,6
1665,1665,33829,7/14/2012,2012,1,Riots/Protests,Protesters (Ethiopia),Muslim Group (Ethiopia),6,,,0,60,Ethiopia,Oromia,Ilubabor,Chora,Kemese,8.4667,36.164,1,Ethiopian TV (BBC Monitoring),Government media reports of Muslims protesting against Islamic extremism in Kemese town,0
1666,1666,33830,7/14/2012,2012,1,Riots/Protests,Police Forces of Ethiopia (1991-),,1,Protesters (Ethiopia),Muslim Group (Ethiopia),6,16,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Garowe Online,Muslims stage protest over perceived Muslim marginalization in government,0
1667,1667,33831,7/14/2012,2012,1,Riots/Protests,Police Forces of Ethiopia (1991-),,1,Rioters (Ethiopia),Muslim Group (Ethiopia),5,15,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Sudan Tribune,Rioting Muslims clash with police; injuries reported on both sides,0
1668,1668,33832,7/15/2012,2012,1,Riots/Protests,Protesters (Ethiopia),Muslim Group (Ethiopia),6,,,0,60,Ethiopia,Oromia,Horo Guduru,Guduru,Kembolcha,9.5333,37.5,1,Ethiopian TV (BBC Monitoring),Government media reports of Muslims protesting against Islamic extremism in Kembolcha town,0
1669,1669,33833,7/15/2012,2012,1,Riots/Protests,Police Forces of Ethiopia (1991-),,1,Protesters (Ethiopia),Muslim Group (Ethiopia),6,16,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Garowe Online,Muslims stage protest over perceived Muslim marginalization in government,0
1670,1670,33834,7/15/2012,2012,1,Riots/Protests,Police Forces of Ethiopia (1991-),,1,Rioters (Ethiopia),Muslim Group (Ethiopia),5,15,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Sudan Tribune,Rioting Muslims clash with police; injuries reported on both sides,0
1671,1671,33835,7/18/2012,2012,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLA: Oromo Liberation Army,,2,12,Ethiopia,Oromia,Arsi,Gololcha Arsi,Oda Roba,8.1,40.1667,1,Voice of Oromo Liberation (website),OLA claims victory against Ethiopian military forces,1
1672,1672,33836,7/18/2012,2012,1,Battle-No change of territory,Police Forces of Ethiopia (1991-),,1,OLA: Oromo Liberation Army,,2,12,Ethiopia,Oromia,Horo Guduru,Horo,Limu,9.6,37.0833,2,Voice of Oromo Liberation (website),OLA claims victory against Ethiopian police forces,1
1673,1673,33837,7/18/2012,2012,1,Battle-No change of territory,Police Forces of Ethiopia (1991-),,1,OLA: Oromo Liberation Army,,2,12,Ethiopia,Oromia,Horo Guduru,Horo,Limu,9.6,37.0833,2,Voice of Oromo Liberation (website),OLA claims victory against Ethiopian police forces,4
1674,1674,33838,7/18/2012,2012,1,Violence against civilians,Police Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Oromia,Horo Guduru,Horo,Limu,9.6,37.0833,2,Voice of Oromo Liberation (website),OLA claims police respond to battle by attacking innocent civilians in surrounding villages,0
1675,1675,33839,7/19/2012,2012,1,Riots/Protests,Protesters (Ethiopia),Muslim Group (Ethiopia),6,,,0,60,Ethiopia,"Southern Nations, Nationalities and Peoples",Gurage,Muhur Na Aklil,Guraghe,8.25,38,2,Ethiopian TV (BBC Monitoring),Government media reports of Muslims protesting against Islamic extremism in Guraghe zone,0
1676,1676,33840,7/19/2012,2012,1,Riots/Protests,Protesters (Ethiopia),Muslim Group (Ethiopia),6,,,0,60,Ethiopia,Amhara,Semen Wello,Lasta,North Welo Zone,11.92,39.1,2,Ethiopian TV (BBC Monitoring),Government media reports of Muslims protesting against Islamic extremism in North Welo Zone,0
1677,1677,33841,7/19/2012,2012,1,Riots/Protests,Protesters (Ethiopia),Muslim Group (Ethiopia),6,,,0,60,Ethiopia,"Southern Nations, Nationalities and Peoples",Silti,Dalocha,Silte,7.8322,38.2687,1,Ethiopian TV (BBC Monitoring),Government media reports of Muslims protesting against Islamic extremism in Silte zone,0
1678,1678,33842,7/20/2012,2012,1,Riots/Protests,Protesters (Ethiopia),Muslim Group (Ethiopia),6,,,0,60,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Christian Science Monitor,Muslims protest over recent arrests of fellow Muslisms,0
1679,1679,33843,7/20/2012,2012,1,Violence against civilians,Police Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),Muslim Group (Ethiopia),7,17,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Human Rights Watch,Police arrest and assault several local Muslim leaders,0
1680,1680,33844,7/21/2012,2012,1,Riots/Protests,Police Forces of Ethiopia (1991-),,1,Rioters (Ethiopia),Muslim Group (Ethiopia),5,15,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Christian Science Monitor,Protests over government interference and arrests of Muslims turns violent,0
1681,1681,33845,7/24/2012,2012,1,Riots/Protests,Protesters (Ethiopia),Muslim Group (Ethiopia),6,,,0,60,Ethiopia,"Southern Nations, Nationalities and Peoples",Silti,Dalocha,Chiro,7.8333,38.2333,1,Ethiopian TV (BBC Monitoring),Government media reports of Muslims protesting against Islamic extremism in Chiro town,0
1682,1682,33846,7/26/2012,2012,1,Battle-No change of territory,Borana Ethnic Militia (Ethiopia),,4,Garre Ethnic Militia (Ethiopia),,4,44,Ethiopia,Oromia,Borena,Moyale,Moyale,3.56917,39.08333,2,Voice of America Press Releases and Documents,Ethnic clashes between Borana and Garri ethnic groups,4
1683,1683,33847,7/27/2012,2012,1,Battle-No change of territory,Borana Ethnic Militia (Ethiopia),,4,Garre Ethnic Militia (Ethiopia),,4,44,Ethiopia,Oromia,Borena,Moyale,Moyale,3.56917,39.08333,2,Voice of America Press Releases and Documents,Ethnic clashes between Borana and Garri ethnic groups,4
1684,1684,33848,7/27/2012,2012,1,Riots/Protests,Protesters (Ethiopia),Muslim Group (Ethiopia),6,,,0,60,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Christian Science Monitor,Muslims protest over government interference in their religion,0
1685,1685,33849,7/28/2012,2012,1,Battle-No change of territory,Borana Ethnic Militia (Ethiopia),,4,Garre Ethnic Militia (Ethiopia),,4,44,Ethiopia,Oromia,Borena,Moyale,Moyale,3.56917,39.08333,2,Voice of America Press Releases and Documents,Ethnic clashes between Borana and Garri ethnic groups,5
1686,1686,33850,7/29/2012,2012,1,Battle-No change of territory,Borana Ethnic Militia (Ethiopia),,4,Garre Ethnic Militia (Ethiopia),,4,44,Ethiopia,Oromia,Borena,Moyale,Moyale,3.56917,39.08333,2,Voice of America Press Releases and Documents,Ethnic clashes between Borana and Garri ethnic groups,5
1687,1687,33851,8/1/2012,2012,2,Strategic development,Unidentified Armed Group (South Sudan),,3,,,0,30,Ethiopia,Gambela Peoples,Nuer,Wantawo,Nuer Zone,8.36276,33.21865,2,The Reporter (Ethiopia),South Sudanese rebel group said to be actively recruiting in Ethiopia near border,0
1688,1688,33852,8/13/2012,2012,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Unidentified Armed Group (South Sudan),,3,13,Ethiopia,Oromia,Horo Guduru,Jimma Rare,Wasera,9.31667,37.4,2,Agence France Presse,Ethiopian military clashes with unnamed Sudanese militia,16
1689,1689,33853,8/18/2012,2012,1,Riots/Protests,Protesters (Ethiopia),Muslim Group (Ethiopia),6,,,0,60,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Ethiopian Review,Opposition website claims Muslims stage massive protest following end of Ramadan prayers,0
1690,1690,33854,8/23/2012,2012,1,Violence against civilians,Civilians (Ethiopia),,7,OLA: Oromo Liberation Army,,2,27,Ethiopia,Oromia,Horo Guduru,Abe Dongoro,East Wellega Zone,9.51928,36.75762,2,Voice of Oromo Liberation (website),OLA claims to have killed pro-government investor,1
1691,1691,33855,9/6/2012,2012,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Shabelle,Gode,Gode,6.0225,43.13028,1,Radio Freedom (Ethiopian Opposition website),ONLF claims successful attack against Ethiopian troops,2
1692,1692,33856,9/6/2012,2012,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Kebridehar,Kebri Dehar,6.74,44.27806,1,Radio Freedom (Ethiopian Opposition website),ONLF claims successful attack against Ethiopian troops,0
1693,1693,33857,9/6/2012,2012,1,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),Ogaden Ethnic Group (Ethiopia),7,17,Ethiopia,Somali,Doolo,Warder,Warder,6.97444,45.34083,1,ONLF press release,ONLF claims Ethiopian troops attack and kill civilians,14
1694,1694,33858,9/8/2012,2012,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,Radio Freedom (Ethiopian Opposition website),ONLF claims successful attack against Ethiopian troops,55
1695,1695,33859,9/16/2012,2012,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,Radio Freedom (Ethiopian Opposition website),ONLF claims successful attack against Ethiopian troops,0
1696,1696,33860,10/3/2012,2012,2,Riots/Protests,Protesters (Eritrea),Afar Ethnic Group (Eritrea),6,,,0,60,Ethiopia,Afar,Afar Zone 1,Dubti,Semera,11.79399,41.006,1,Sudan Tribune,Eritrean refugees protest over new security arrangement involving deporting Eritrean refugees from Yemen,0
1697,1697,33861,10/5/2012,2012,1,Riots/Protests,Police Forces of Ethiopia (1991-),,1,Protesters (Ethiopia),Muslim Group (Ethiopia),6,16,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Sudan Tribune,Muslims stage protest outside mosque over government interference in religious affairs,0
1698,1698,33862,10/12/2012,2012,1,Riots/Protests,Protesters (Ethiopia),Muslim Group (Ethiopia),6,,,0,60,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Sudan Tribune,Ethiopian Muslims stage ongoing protests every Friday after praying at mosque,0
1699,1699,33863,10/12/2012,2012,1,Violence against civilians,Police Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),Ogaden Ethnic Group (Ethiopia),7,17,Ethiopia,Somali,Jarar,Degehabur,Degeh Bur,8.22056,43.55722,2,Ogaden Online,Ethiopian military reportedly detains civilians and tortures them,0
1700,1700,33864,10/12/2012,2012,1,Violence against civilians,Police Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),Ogaden Ethnic Group (Ethiopia),7,17,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,3,Ogaden Online,Ethiopian military reportedly detains civilians and tortures them,0
1701,1701,33865,10/13/2012,2012,1,Battle-Non-state actor overtakes territory,Police Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Jarar,Degehabur,Degeh Bur,8.22056,43.55722,2,Ogaden Online,ONLA claims to overtake Ethiopian military garrison and free civilian detainees,0
1702,1702,33866,10/13/2012,2012,1,Battle-Non-state actor overtakes territory,Police Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,3,Ogaden Online,ONLA claims to overtake Ethiopian military garrison and free civilian detainees,0
1703,1703,33867,10/15/2012,2012,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),Suri Ethnic Group (Ethiopia),7,17,Ethiopia,"Southern Nations, Nationalities and Peoples",Bench Maji,Maji,Maji,6.2,35.58333,1,The Guardian (UK),Soldiers allegedly kill 17 Suri civilians near Malaysian plantation,17
1704,1704,33868,10/19/2012,2012,1,Riots/Protests,Protesters (Ethiopia),Muslim Group (Ethiopia),6,,,0,60,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Sudan Tribune,Ethiopian Muslims stage ongoing protests every Friday after praying at mosque,0
1705,1705,33869,10/21/2012,2012,1,Riots/Protests,Police Forces of Ethiopia (1991-),,1,Rioters (Ethiopia),Muslim Group (Ethiopia),5,15,Ethiopia,Amhara,Debub Wollo,Kalu,Gerba,11.15,39.91667,1,Sudan Tribune,Police clash with Muslim rioters; three rioters and one police officer killed,4
1706,1706,33870,10/26/2012,2012,1,Riots/Protests,Protesters (Ethiopia),Muslim Group (Ethiopia),6,,,0,60,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Agence France Presse,Muslims stage protest over government interference in religious activities,0
1707,1707,33871,10/26/2012,2012,1,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),Ogaden Ethnic Group (Ethiopia),7,17,Ethiopia,Somali,Jarar,Aware,Aware,8.25611,44.15667,1,Ogaden Online,Reports of military perpetrating extra-judicial killings of civilians,5
1708,1708,33872,10/28/2012,2012,1,Strategic development,Military Forces of Ethiopia (1991-),,1,,,0,10,Ethiopia,Somali,Jarar,Degehabur,Degeh Bur,8.22056,43.55722,1,Ogaden Online,Ethiopian military loots businesses in Degeh Bur. Ogaden civilians were targeted,0
1709,1709,33873,10/30/2012,2012,2,Riots/Protests,Protesters (Ethiopia),Students (Ethiopia),6,,,0,60,Ethiopia,Amhara,North Shewa,Basona Worena,Debre Berhan,9.6833,39.5333,1,Sheger FM radio news (Ethiopia),University students protest against grading system,0
