,index,EVENT_ID_NO_CNTY,Date,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
1126,1126,33290,2/27/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Amaro Ethnic Militia (Ethiopia),Military Forces of Ethiopia (1991-),4,44,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - BBC Monitoring Africa,100 deaths between both sides,15
1127,1127,33291,2/28/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Amaro Ethnic Militia (Ethiopia),Military Forces of Ethiopia (1991-),4,44,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - BBC Monitoring Africa,100 deaths between both sides,15
1128,1128,33292,2/29/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Amaro Ethnic Militia (Ethiopia),Military Forces of Ethiopia (1991-),4,44,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - BBC Monitoring Africa,100 deaths between both sides,15
1129,1129,33293,3/8/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - BBC Monitoring Africa,,0
1130,1130,33294,3/11/2008,2008,1,Remote violence,Unidentified Armed Group (Eritrea),,3,Civilians (Ethiopia),,7,37,Ethiopia,Tigray,Semien Miirabaw,Tahtay Koraro,Shire,14.1383,38.28333,1,Factiva - Reuters,Bombing,0
1131,1131,33295,3/12/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - BBC Monitoring Africa,,0
1132,1132,33296,3/13/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Mirab Shewa,Dendi,Gare,9.05,38.25,1,Factiva - BBC Monitoring Africa,,0
1133,1133,33297,3/15/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - BBC Monitoring Africa,,0
1134,1134,33298,3/25/2008,2008,1,Battle-Non-state actor overtakes territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Amhara,Debub Wollo,Kalu,Gojam,11.1833,39.9,1,BBC Monitoring,ONLF controls the road from Dangila to Debre Markos,0
1135,1135,33299,3/26/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,http://nl.newsbank.com/nl-search/we/Archives?p_product=NewsLibrary&p_multi=BBAB&d_place=BBAB&p_theme=newslibrary2&p_action=search&p_maxdocs=200&p_topdoc=1&p_text_direct-0=11FD2F1766E43510&p_field_direct-0=document_id&p_perpage=10&p_sort=YMD_date:D&s_trac,Colonel Killed,1
1136,1136,33300,3/31/2008,2008,1,Battle-No change of territory,Sidama Ethnic Militia (Ethiopia),,4,Military Forces of Ethiopia (1991-),TPLF: Tigray People's Liberation Front,1,14,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Wondo-Genet,Wendo Genet,7.0167,38.5833,1,,,0
1137,1137,33301,4/1/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),Sidama Ethnic Militia (Ethiopia),4,Guji Ethnic Militia (Ethiopia),,4,44,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Wondo-Genet,Wendo Genet,7.0167,38.5833,1,Factiva - Reuters,"18 deaths, clans unknown",9
1138,1138,33302,4/1/2008,2008,1,Battle-No change of territory,Sidama Ethnic Militia (Ethiopia),,4,Military Forces of Ethiopia (1991-),TPLF: Tigray People's Liberation Front,1,14,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Wondo-Genet,Wendo Genet,7.0167,38.5833,1,,,0
1139,1139,33303,4/2/2008,2008,1,Battle-No change of territory,Sidama Ethnic Militia (Ethiopia),,4,Military Forces of Ethiopia (1991-),TPLF: Tigray People's Liberation Front,1,14,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Wondo-Genet,Wendo Genet,7.0167,38.5833,1,,,0
1140,1140,33304,4/3/2008,2008,1,Battle-No change of territory,Sidama Ethnic Militia (Ethiopia),,4,TPLF: Tigray People's Liberation Front,Military Forces of Ethiopia (1991-),3,34,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Wondo-Genet,Wendo Genet,7.0167,38.5833,1,,,0
1141,1141,33305,4/4/2008,2008,1,Battle-No change of territory,Sidama Ethnic Militia (Ethiopia),,4,TPLF: Tigray People's Liberation Front,Military Forces of Ethiopia (1991-),3,34,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Wondo-Genet,Wendo Genet,7.0167,38.5833,1,,,0
1142,1142,33306,4/5/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),Sidama Ethnic Militia (Ethiopia),4,TPLF: Tigray People's Liberation Front,Military Forces of Ethiopia (1991-),3,34,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Wondo-Genet,Wendo Genet,7.0167,38.5833,1,,,0
1143,1143,33307,4/8/2008,2008,1,Battle-No change of territory,Guji Ethnic Militia (Ethiopia),,4,Sidama Ethnic Militia (Ethiopia),,4,44,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Wondo-Genet,Wendo Genet,7.0167,38.5833,1,http://www.garoweonline.com/artman2/publish/Africa_22/Ethiopia_Land_Clashes_Kill_18_Prompt_Khat_Price_Hike.shtml,18 deaths in total. Deaths from each group unknown.,9
1144,1144,33308,4/8/2008,2008,1,Battle-No change of territory,Guji Ethnic Militia (Ethiopia),,4,Somali Ethnic Militia (Ethiopia),,4,44,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Wondo-Genet,Wendo Genet,7.0167,38.5833,1,http://nl.newsbank.com/nl-search/we/Archives?p_product=NewsLibrary&p_multi=BBAB&d_place=BBAB&p_theme=newslibrary2&p_action=search&p_maxdocs=200&p_topdoc=1&p_text_direct-0=11FF7DB8E7B61B70&p_field_direct-0=document_id&p_perpage=10&p_sort=YMD_date:D&s_trac,23 deaths - sides unknown.,23
1145,1145,33309,4/12/2008,2008,1,Remote violence,ONLF: Ogaden National Liberation Front,,2,Civilians (Ethiopia),,7,27,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Factiva - Agence France Presse,Bombs,0
1146,1146,33310,4/18/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,Factiva - Indian Ocean Newsletter,"No deaths reported, 2 ONLF members arrested.",0
1147,1147,33311,4/19/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,Factiva - Indian Ocean Newsletter,"No deaths reported, 2 ONLF members arrested.",0
1148,1148,33312,4/20/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,Factiva - Indian Ocean Newsletter,"No deaths reported, 2 ONLF members arrested.",0
1149,1149,33313,4/20/2008,2008,2,Riots/Protests,Protesters (Ethiopia),,6,,,0,60,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Daily Mirror,"Thousands protest hit and run charges against Ethiopian pop star, claim he is innocent",0
1150,1150,33314,4/21/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,Factiva - Indian Ocean Newsletter,"No deaths reported, 2 ONLF members arrested.",0
1151,1151,33315,4/22/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,Factiva - Indian Ocean Newsletter,"No deaths reported, 2 ONLF members arrested.",0
1152,1152,33316,4/23/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,Factiva - Indian Ocean Newsletter,"No deaths reported, 2 ONLF members arrested.",0
1153,1153,33317,4/24/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,Factiva - Indian Ocean Newsletter,"No deaths reported, 2 ONLF members arrested.",0
1154,1154,33318,5/9/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Mirab Hararghe,Boke,Boke Bota,8.65,40.7167,1,Factiva - BBC Monitoring,OLA claim,0
1155,1155,33319,5/14/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Benishangale Ethnic Militia (Ethiopia),,4,44,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - Reuters,OFDM claim up to 400 deaths,27
1156,1156,33320,5/15/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Benishangale Ethnic Militia (Ethiopia),,4,44,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - Reuters,OFDM claim up to 400 deaths,26
1157,1157,33321,5/15/2008,2008,1,Violence against civilians,Gumuz Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47,Ethiopia,Oromia,Arsi,Ziway Dugda,Oromiya,8,39,1,Factiva - BBC Monitoring,,0
1158,1158,33322,5/16/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Benishangale Ethnic Militia (Ethiopia),,4,44,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - Reuters,OFDM claim up to 400 deaths,26
1159,1159,33323,5/16/2008,2008,1,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Eritrea),,7,17,Ethiopia,Afar,Afar Zone 1,Dubti,Semera,11.79399,41.006,3,All Africa,Protest against the government ended with violence against civilians,0
1160,1160,33324,5/16/2008,2008,1,Violence against civilians,Gumuz Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47,Ethiopia,Oromia,Arsi,Ziway Dugda,Oromiya,8,39,1,Factiva - BBC Monitoring,,0
1161,1161,33325,5/17/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Benishangale Ethnic Militia (Ethiopia),,4,44,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - Reuters,OFDM claim up to 400 deaths,0
1162,1162,33326,5/17/2008,2008,1,Violence against civilians,Gumuz Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47,Ethiopia,Oromia,Arsi,Ziway Dugda,Oromiya,8,39,1,Factiva - BBC Monitoring,,26
1163,1163,33327,5/18/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Benishangale Ethnic Militia (Ethiopia),,4,44,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - Reuters,OFDM claim up to 400 deaths,26
1164,1164,33328,5/18/2008,2008,1,Remote violence,ONLF: Ogaden National Liberation Front,,2,Civilians (Ethiopia),,7,27,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Factiva - BBC Monitoring,Bombing,0
1165,1165,33329,5/19/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Benishangale Ethnic Militia (Ethiopia),,4,44,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - Reuters,OFDM claim up to 400 deaths,26
1166,1166,33330,5/20/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Benishangale Ethnic Militia (Ethiopia),,4,44,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - Reuters,OFDM claim up to 400 deaths,26
1167,1167,33331,5/21/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Benishangale Ethnic Militia (Ethiopia),,4,44,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - Reuters,OFDM claim up to 400 deaths,26
1168,1168,33332,5/22/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Benishangale Ethnic Militia (Ethiopia),,4,44,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - Reuters,OFDM claim up to 400 deaths,26
1169,1169,33333,5/23/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Benishangale Ethnic Militia (Ethiopia),,4,44,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - Reuters,OFDM claim up to 400 deaths,26
1170,1170,33334,5/24/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Benishangale Ethnic Militia (Ethiopia),,4,44,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - Reuters,OFDM claim up to 400 deaths,26
1171,1171,33335,5/25/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Benishangale Ethnic Militia (Ethiopia),,4,44,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - Reuters,OFDM claim up to 400 deaths,26
1172,1172,33336,5/25/2008,2008,1,Remote violence,Muslim Militia (Somalia),,4,Civilians (Ethiopia),,7,47,Ethiopia,Oromia,Borena,Teltele,Boran,4.9667,37.6333,1,Factiva - Reuters,Bombing,0
1173,1173,33337,5/26/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Benishangale Ethnic Militia (Ethiopia),,4,44,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - Reuters,OFDM claim up to 400 deaths,26
1174,1174,33338,5/27/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Benishangale Ethnic Militia (Ethiopia),,4,44,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - Reuters,OFDM claim up to 400 deaths,26
1175,1175,33339,5/28/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Benishangale Ethnic Militia (Ethiopia),,4,44,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - Reuters,OFDM claim up to 400 deaths,26
1176,1176,33340,6/8/2008,2008,1,Battle-Non-state actor overtakes territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Misraq Harerge,Babile,Babile,9.2167,42.3333,1,Factiva - Reuters,Territory in Degeh Madow District Captured.,0
1177,1177,33341,6/14/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Somali,Shabelle,East Imi,Gaba,6.2667,42.6333,1,factiva - BBC Monitoring Africa,,0
1178,1178,33342,7/2/2008,2008,1,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,1,Factiva - BBC Monitoring Africa,Attack happen in a prison.,0
1179,1179,33343,7/25/2008,2008,1,Remote violence,Military Forces of Ethiopia (1991-),,1,Muslim Militia (Somalia),,4,14,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,Factiva - BBC Monitoring Africa,Truck bombed.,0
1180,1180,33344,8/9/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - BBC Monitoring Africa,,0
1181,1181,33345,8/30/2008,2008,1,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Military Forces of Ethiopia (1991-),,1,14,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,http://www.buzzle.com/articles/oromo-and-ogadeni-refugees-threatened-and-persecuted-in-chaotic-kenya.html,Persecution of Oromo people for the month of September by the EDF (Government forces),0
1182,1182,33346,9/1/2008,2008,1,Remote violence,Unidentified Armed Group (Eritrea),,3,Civilians (Ethiopia),,7,37,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Factiva - Agence France Presse,Bombing,0
1183,1183,33347,9/7/2008,2008,1,Strategic development,OLF: Oromo Liberation Front,,2,,,0,20,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - Sudan Tribune,50 OLF members surrender,0
1184,1184,33348,9/22/2008,2008,1,Violence against civilians,ONLF: Ogaden National Liberation Front,,2,Civilians (International),,7,27,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,Factiva - Kyodo News,two foreign aid workers kidnapped,0
1185,1185,33349,9/26/2008,2008,1,Remote violence,ONLF: Ogaden National Liberation Front,,2,Civilians (Ethiopia),,7,27,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,1,Factiva - Reuters,Bombing,0
1186,1186,33350,10/6/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Misraq Wellega,Haro Limu,Harar,9.9167,36.2667,1,http://www.buzzle.com/articles/colonial-relic-ethiopia-shattered-down-as-oromo-rebellion-spreads-throughout-oromia.html,Comes from OLA source,0
1187,1187,33351,10/6/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - BBC Monitoring Africa,,0
1188,1188,33352,10/16/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Misraq Wellega,Haro Limu,Harar,9.9167,36.2667,1,http://www.buzzle.com/articles/colonial-relic-ethiopia-shattered-down-as-oromo-rebellion-spreads-throughout-oromia.html,Comes from an OLA source,0
1189,1189,33353,10/20/2008,2008,1,Battle-No change of territory,TPLF: Tigray People's Liberation Front,,3,OLF: Oromo Liberation Front,,2,23,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,http://www.buzzle.com/articles/colonial-relic-ethiopia-shattered-down-as-oromo-rebellion-spreads-throughout-oromia.html,Deaths: 31 TPLF,15
1190,1190,33354,10/20/2008,2008,1,Battle-No change of territory,TPLF: Tigray People's Liberation Front,,3,OLF: Oromo Liberation Front,,2,23,Ethiopia,Oromia,Misraq Harerge,Kersa,Gola,9.3167,41.7167,1,http://www.buzzle.com/articles/colonial-relic-ethiopia-shattered-down-as-oromo-rebellion-spreads-throughout-oromia.html,Deaths: 31 TPLF,16
1191,1191,33355,10/26/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Misraq Harerge,Babile,Babile,9.2167,42.3333,1,Factiva - BBC Monitoring,Attack in Halobiyo,0
1192,1192,33356,10/26/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Misraq Harerge,Babile,Babile,9.2167,42.3333,1,Factiva - BBC Monitoring,"No death totals, Birdida town",0
1193,1193,33357,10/26/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Misraq Harerge,Babile,Babile,9.2167,42.3333,1,Factiva - BBC Monitoring,"No death totals, Warmo-Galo town",0
1194,1194,33358,10/27/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,Factiva - BBC Monitoring,Unknown number of deaths.,0
1195,1195,33359,10/29/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Jarar,Aware,Aware,8.25611,44.15667,1,Factiva - BBC Monitoring,"ONLF claim, no independent verification",0
1196,1196,33360,10/29/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Somali,Jarar,Aware,Aware,8.25611,44.15667,1,Factiva - BBC Monitoring Africa,,0
1197,1197,33361,11/1/2008,2008,1,Violence against civilians,ONLF: Ogaden National Liberation Front,,2,Civilians (Ethiopia),,7,27,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.7,1,Factiva - Canada NewsWire,Reporter beaten unconcious,0
1198,1198,33362,11/3/2008,2008,1,Battle-No change of territory,Police Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,"Southern Nations, Nationalities and Peoples",Debub Omo,Dasenech (Kuraz),Kelem,4.8,35.9667,1,Factiva - Reuters,Leading ONLF member killed along with dozens of supporters.,13
1199,1199,33363,11/9/2008,2008,1,Violence against civilians,Unidentified Armed Group (Eritrea),,3,Civilians (Ethiopia),,7,37,Ethiopia,Afar,Afar Zone 1,Dubti,Semera,11.79399,41.006,3,Factiva - BBC Monitoring,,0
1200,1200,33364,11/22/2008,2008,1,Violence against civilians,Military Forces of Ethiopia (1991-),Anuak Ethnic Militia (Ethiopia),1,Civilians (Ethiopia),,7,17,Ethiopia,Gambela Peoples,Agnuak,Gambela Zuria,Gambella,8.25,34.5833,1,Factiva - Reuters,,0
1201,1201,33365,12/3/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Kebridehar,Kebri Dehar,6.74,44.27806,1,Africa Research Bulletin,Unknown number of fatalities. Fighting involved helicopters.,0
1202,1202,33366,12/3/2008,2008,1,Remote violence,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Korahe,Kebridehar,Kebri Dehar,6.74,44.27806,1,Factiva - BBC Monitoring,"Unknown number of casualties, ONLF claims that the government is shelling towns.",0
1203,1203,33367,12/4/2008,2008,1,Remote violence,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Korahe,Kebridehar,Kebri Dehar,6.74,44.27806,1,Factiva - BBC Monitoring,"Unknown number of casualties, ONLF claims that the government is shelling towns.",0
1204,1204,33368,12/5/2008,2008,1,Remote violence,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Korahe,Kebridehar,Kebri Dehar,6.74,44.27806,1,Factiva - BBC Monitoring,"Unknown number of casualties, ONLF claims that the government is shelling towns.",0
1205,1205,33369,12/6/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Doolo,Warder,Warder,6.97444,45.34083,1,Factiva - AFNWS,Multiple days of fighting - deaths recorded on last day,0
1206,1206,33370,12/6/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Doolo,Warder,Warder,6.97444,45.34083,1,Factiva - AFNWS,,0
1207,1207,33371,12/8/2008,2008,1,Remote violence,ONLF: Ogaden National Liberation Front,,2,Civilians (Ethiopia),,7,27,Ethiopia,Somali,Doolo,Warder,Warder,6.97444,45.34083,1,Factiva - AFNWS,Explosion at a police station,0
1208,1208,33372,12/15/2008,2008,1,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Jarar,Gashamo,Somali,8,45,2,Factiva - Sudan Tribune,ONLF claim that the government is attacking civilians,0
1209,1209,33373,12/15/2008,2008,1,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Jarar,Gashamo,Somali,8,45,2,Factiva - Sudan Tribune,"Village of Galashe, ONLF claim that the government is attacking civilians",0
1210,1210,33374,12/20/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Bale,Mena,Bale,6.4167,39.75,1,http://nl.newsbank.com/nl-search/we/Archives?p_product=NewsLibrary&p_multi=BBAB&d_place=BBAB&p_theme=newslibrary2&p_action=search&p_maxdocs=200&p_topdoc=1&p_text_direct-0=1254359CB6802DD0&p_field_direct-0=document_id&p_perpage=10&p_sort=YMD_date:D&s_trac,20 deaths among government forces.,20
1211,1211,33375,12/20/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Somali Ethnic Militia (Ethiopia),,4,14,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,Factiva - AFNWS,,0
1212,1212,33376,12/20/2008,2008,1,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,"Factiva - Dow Jones Newswire, BBC",,0
1213,1213,33377,12/21/2008,2008,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Bale,Mena,Bale,6.4167,39.75,1,Factiva - BBC Monitoring Africa,Location: Wabe Qolo does not exist in the database.,0
1214,1214,33378,1/23/2009,2009,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Shabelle,Denan,Danan,6.50611,43.49222,1,"Cape Times, 1/23/2009",Ogaden rebel leader and an unspecified number of his colleagues were killed by Ethiopian troops.,0
1215,1215,33379,2/9/2009,2009,1,Remote violence,Civilians (Ethiopia),,7,Unidentified Armed Group (Ethiopia),,3,37,Ethiopia,Somali,Doolo,Warder,Warder,6.97444,45.34083,1,"All Africa, 2/9/2009",Thirteen people killed in a land mine attack by unknown persons.,13
